Id,Name,Affiliation
61858,Foliage Scenes Erez,Departamento de Sistemas Inform´ aticos y Programaci´ on
61864,E. L. Chancy,
61870,Fernanda Papa,
61871,David De Roure,University of Southampton
61885,Control Theory,Coventry University
61893,Q. V. Davis,Electrical and Computer Engineering|College of Engineering
61901,Christina Mesropian, The Rockefeller University; 1
61907,A.s. Edelstein,"Educational Outreach Coordinator,M aterials Research Science and Engineering 1996-1997, Center, The University of Chicago"
61915,Haynes R. Miller,Massachusetts Institute of Technology
61929,W. I. Fushchich,"Department of Applied Research, Institute of Mathematics,  Academy of Science UkrSSR, Kiev, USSR"
61934,K.i. Ishii,
61952,Lara C. Whitely Binder,
61972,Trends Neurosci,
61980,Jorn Bohling,
62011,Of A Real-time System,Delta; Oxford University Computing Laboratory
62012,Hans R. Fankhauser,
62019,Young-Min Jang,
62051,D. V. Pelekhov,Department of Physics|Ohio State University
62078,P. S. Vichare,""
62079,Zi-Gui Huang,
62080,Bart Cramer,
62081,Philippe Bidaud,
62123,Samuel K. Kamin,
62136,B. Cox,
62138,Roger I. Tanner,School of Aerospace|Mechanical and Mechatronic Engineering|University of Sydney
62170,A. M. Mozalev,
62178,Ganesh Sankaranarayanan,
62187,Serge Lacourte,
62189,P. Hajlasz,
62192,Yutta Krieger,
62197,Jui-Yin Cheng,
62203,Janet Wilkes,
62210,P. Sotopacheco,
62219,Seok-Hyun Lee,
62231,Sean McDirmid,
62247,L.s. Yeh,
62251,Thomas Mietzner,
62263,G. Th. A. M. Bots,Russian Academy of Sciences
62287,E M. Kuemer,
62303,P Kazienko,
62313,Timothy A. Grotjohn,Department of Electrical and Computer Engineering|Michigan State University
62321,K. B. Jefferts,
62331,P. Wroblewski,
62345,Katsunori Seno,
62349,J. Carri`ere,
62394,Patricia E. Styer,National Institute of Statistical Sciences
62396,Anders Thorsen,Department of Marine En|Institute of Marine Research
62398,M. M. Morshed,
62400,C. Biemont,
62416,K. Miyau,
62419,Edited N. Badler,
62431,A. Miczo,
62473,Christian Richelme,
62475,Claudio De La Riva,
62476,Kendal McGuffie,Department of Applied Physics|University of Technology
62477,Karen J Kirkby,Advanced Technology Institute|University of Surrey
62493,Nigel C. Woolsey,"University of California, Davis, for his"
62501,Nima Maghari,Electrical Engineering and Computer Science|Oregon State University
62506,R. Mengot,
62530,Alberto Alesina,
62535,J¨orn Guy S¨u?,
62536,A. W. Koers,"Project on the use of Computers in Law, Faculty of Law, University of Utrecht, Boothstraat 6, 3512 BW Utrecht, the Netherlands"
62541,C. Boorman,
62563,SAMSON TIKITU DE JAGER,
62579,Taewon W. Jung,
62584,M. M. Lore,
62594,Mauricio Navarro Villalobos,Yale University
62602,Qiong Jackson,
62632,Moulay Tidriri,Institute for Computer Applications in Science and Engineering
62650,Dae-Shik Kim,
62674,J. Duhl,
62689,Wei Jia,
62699,Rong-Fong Fung,Department of Mechanical and Automation Engineering|National Kaohsiung First University of Science and Technology
62724,Stefan Funke,
62747,Alessandra Goria,
62749,Ralf Stiebe,
62771,D. A. Cruse,
62792,E. Dhanabal,
62804,John J. Tyson On,
62819,Diana Yanakiev,Adaptive Control Laboratory|Massachusetts Institute of Technology|Ford Motor Company
62840,Cezar O. Ribeiro Negrao,
62853,P. E. Utgo,
62873,Peter Ying Kay Cheung,Imperial College London
62878,Yu.g. Kondratiev,
62887,Human Evolution,"California State University San Marcos, USA"
62900,Luca Roversi,
62915,Clifford K. Nishimoto,
62917,Rebecca Wagner,Human-Computer Interaction Lab|Institute for Advanced Computer Studies|University of Maryland
62920,Eigenvalue Calculations Osni,
62924,Yeong Rak Seong,
62925,Chirag V. Pathak,
62926,Tomoyuki Nezu,
62941,Dara L. Kraitchman,
62946,Z. Koldovsky,
62955,D.n. Chen,
62959,Dennis Koga,NASA Ames Research Center
62961,H. Ota,Hiroshima International University|Tohoku Institute of Technology
62971,M. Zur Nedden,
62984,Petra Schubert,Landau
62998,Richard A. Friesner,
62999,Georgios C. Georgiou,
63010,Gene Tsudik,Information and Computer Science|University of California Irvine
63013,Xiao-heng Deng,
63018,F. N. Timofeev,"Department of Electronic and Electrical Engineering, University College London"
63026,Evan Kirshenbaum,Hewlett Packard Labs
63028,J. Blakely,
63030,Janet E. L. Bercovitz,
63036,Herve Lebret,École Polytechnique Fédérale de Lausanne
64053,Bo-Woo Kim,
63037,S.b. Ezra,"Baker Loboratoty, Depariment of Chemisty, CorneN University, Ithaca, NY 14853, USA"
63039,Larry Baer,
63043,Allen W. Song,
63050,Mauro Gambaccini,
63057,Luca Brayda,
63089,William D. Smythe,Jet Propulsion Laboratory—California|Institute of Technology
63099,Doug Fairbairn,"Redwood Design Automation, San Jose, CA"
63110,Alessandro Pappalardo,Laboratorio di Emodinamica e Cardiologia Interventistica
63112,L. Nana,
63129,Fabio Frezatti,""
63134,P. Dmitri,
63141,Cecile Vriet,
63149,Shu-Juan Zhang,
63158,Angela Iurlaro,
63163,Vallabh Sambamurthy,Florida State University
63166,Kamran Sedig,
63167,Alain J. Germond,Swiss Federal Institute of Technology|University of Liege|Ecole Politechnique Federale de Lausanne
63168,Mike Boyleand Douglas Lind,
63173,Wijnana J. Schoenmakers,
63180,Cristian Estan,NetLogic Microsystems
63196,Ciro Martins,
63204,Shigeru KAKIGI,Science Research Facility|Institute for Chemical Research|Kyoto University
63210,K. Grimsrud,University of New Mexico
63212,G. Lisimaque,
63223,Gerard van der Geer,
63253,Andrew M. Moran,
63254,Using Ica Compression,
63257,Beth M. King,Illinois State University|Department of Geography-Geology
63292,T. Bj¨ork,
63293,Fbenko.tamas,"Gy?ur?uf?u Research Informatics Ltd., H-7683 Gy?ur?uf?u"
63300,Volker Dicken,
63314,DAVID J. McKEAN,"From the Department ofImmunology, Mayo Clinic, Rochester, Minnesota 55905"
63325,T. Nasu,Department of Electronic Engineering|Tamagawa University
63341,John Rawls,""
63342,Weiquan Zhao,Dongguan University of Technology
63353,Bertram Fronhofer,
63372,S. V. Bulyarskii,
63378,J. Kuuluvainen,
63414,R. J. Jagacinski,
63415,Tarek Josef el Sehity,Consiglio Nazionale delle Ricerche
63416,D. Frey,
63426,Gri Ar J,
63438,Mariana Casella Dos Santos,
63466,Avinash K. Dixit,
63471,Jorge Luis Victoria Barbosa,Universidade do Vale do Rio Dos Sinos
63481,Jaymie Lynn Braun,
63486,Barbara Beaudoing,LIX SAGEM; ' Ecole Polytechnique LIX et SAGEM Chauss'ee Jules C'esar
63488,N. Serdar Uckun,
63494,John Volmer,
63496,Christopher F. Noe,
63501,Nigel Thomas,
63510,Charles P. Thacker,Microsoft Research Redmond
63517,Kurt D. Skifstad,
63521,The Taqt Carrier,
63526,Benjamin Taton,
63531,James Leistensnider,Lockheed Martin Corporation
63536,M. P. G. Knuvers,
63539,Arantza Diaz De Ilarraza Sanchez,
63550,C. Ropers,
63557,G. Mian,
63564,S. A. Kemme,Sandia National Laboratories
63594,PER-OLOF H. WIKSTROM,Harvard University
63615,Izzat Mahmoud Alsmadi,Yarmouk University
63636,Karen Marais,Aeronautics and Astronautics|Dept . Massachusetts Institute of Technology
63638,Martin Gascon,
63644,J. Coplien,
63655,S. B. Blessing,
63656,M. Mccallum,
63661,Keisuke Iida,Department of Informatics|Kyushu University
63667,Pradeep Haldar,
63669,Rick Beatson,
63674,M. Mohamed,Systems Research Unit|Ecole Nationale d'Ing|Planning Direction
63705,Y. Hasegawa,Division of Oromaxillofacial|Osaka University|Graduate School of Dentistry
63713,,
63719,José M. C. Pereira,University of Lisbon|Centro de Previsão do Tempo e Estudos Climáticos|Departamento de Florestas
63734,Akram N. Alshawabkeh,Northeastern University
63735,G. Deschamps,Executive Agency for Competitiveness and Innovation
63737,Brian J. Sargent,
63751,Pablo A. Marquet,Pontificia Universidad Católica de Chile
63756,Juan Jos Jimnez,
63766,Ian S. F. Jones,University of Sydney
63768,Robert O. Edmister,University of Mississippi
63775,Gregory S. Parnell,
63778,Anne-Marie Duchemin,Ohio State University
63806,Matti Vartiainen,
63810,Tonya K. Flesher,University of Mississippi
63813,Wai Lam,Chinese University of Hong Kong
63824,Mesut Sackes,
63827,T. Sunaga,
63841,Marcel Boosten,
63847,David W. Heeley,
63866,Tod A. Laursen,
63878,Barros Filho,Applied Computing & Automation|Electrical Engineering|Dept . - Fluminense Federal University Niterói
63882,Dennis Finn,WA|Adiabat Meteorological Services
63898,Palmerston North,University of Canterbury|University of Canterbury
63907,K. Allaart,COBRA research institute|Vrije Universiteit
63938,R. F. Bischke,
63948,Teodora Guenkova-luy,
63954,Judith S. Olson,University of California-Irvine
63965,C. Gimkiewicz,CSEM Centre|Suisse d'Electronique et Microtechnique|Zurich Center
63989,Valli Kumari Vatsavayi,
63997,Christa Hooijer,"Faculty of Applied Physics, University of Twente, PO Box 217, 7500 AE Enschede, The Netherlands"
63999,Mark Wallace European,
64000,Richard M. Jiang,
64005,Jacobus W. de Bakker,Vanderbilt University
64007,Peter Roquette,
64023,P. Haldenwang,Technopole de Château Gombert
64032,Nuttapong Chentanez,
64039,Aleksander Balter,Nicolaus Copernicus University
64073,Roy S. Bondurant,
64078,Ravinder Krishen Raina,DEPARTMENT OF MATHEMATICS
64083,Yu. V. Kozachenko,"Department,of MathematicsFIN-00014 University of Helsinki"
64086,Guofan Jin,Tsinghua University China
64088,Andy Walter,Florida State University
64090,Daniel A. Herman,
64104,Carlo Mereghetti,
64122,Paula R. Ribeiro,Department of Informatics|Minho University
64132,Holger T. Regenbrecht,
64135,Linguistic Treebanks Hans,
64139,H. Joachim Deeg, L.R. Doyle
64146,Zhanqian Song,Chinese Academy of Sciences
64161,Fabien Girardin,
64196,Jerzy Kotas,
64197,Martin A. Gundersen,University of Southern California
64206,Patricia Evans,Faculty of Computer Science|University of New Brunswick
64214,H. Asahi,Technical Development Bureau|Nippon Steel Corporation
64237,Steffan Baron,
64240,Kunhao Zhou,
64241,Eugene N. Parker,University of Chicago
64248,Yoshihiro Baba,
64250,D. R. Mani Lokendra Shastri,"GTE Laboratories Incorporated, 40 Sylvan Road, Waltham, MA"
64264,Mico Loretan,
64282,Alexander I. Tomlinson,
64285,Bradley A. Minch,
64298,Elisabeth Smela,University of Maryland
64320,Masami Shishibori,
64321,Roderick Y. H. Lim,Universität Basel
64331,M. A. Leicht,Infineon Technologies Siemensstrasse
64337,Peter W. Cary,Instituto Colombiano del Petróleo
64349,Harald Wuest,
64367,Jurriaan Hage,
64380,K. Alexandrov,Cancer Research Center|Division of Toxicology and Cancer Risk Factors
64396,Matthias Woltering,"Max-Planck-Institut für molekulare Physiologie, Postfach 500247"
64411,Frank Schmiedle,
64425,G. Tzanakos,
64426,B. J. Feenstra,Center for Superconductivity Research|Physics Department|University of Maryland
64436,PAUL J. KELLOGG,
64472,Stephen G. Bronars,
64477,Anthony Brabazon,
64486,G. A. Tammann,
64489,J. X. Pryzbysz,
64498,Daimark Bennett,
64499,George F. Riley,Georgia Institute of Technology
64504,S. Hossain,"St. Jude Medical, Cardiac Rhythm Management Division, 705 E Evelyn Avenue, Sunnyvale, CA"
64519,T. Tuan,"Xilinx Research Labs., San Jose, CA"
64520,Markus Lohre Pex,
64532,A. J. Nijdam,
64535,Jaime Barros-Rios,Consejo Superior de Investigaciones Científicas
64542,Xiaofei He,Zhejiang University
64549,N. A. Andrianova,Ulyanovsk State University
64574,A. Vuckovic,Centre for Rehabilitation Engineering|Department of Mechanical Engineering|University of Glasgow
64576,Stephen S. Lavenberg,IBM
64577,Abdullah Gani,University of Malaya
64593,Marc Badia-Miro,
64601,Ward Fleri,
64620,Views An Alternative,
64630,Pedro O. Lopez-Montesinos,University of Illinois at Urbana-Champaign
64636,C. Kedowide,CIRTA Research Center
64640,Jose Luis Crespo-Espert,
64649,Ann Thym-gobbel,
64651,A. Cooke,"School of Engineering, Cranfield University"
64659,Romero Tavares,Universidade Federal da Paraíba
64690,I. LANDGEV,
64708,Rainer Grunheid,
64711,J. Goclowski,
64712,Nicolae Constantin,
64727,Andrea Alu,
64729,Ji-hong Zhang,School of International|Beijing Foreign Studies University
64732,Heng Li,Hong Kong Polytechnic University
64737,G.-L. Lan,Institute of Applied Mathematics|Academy of Mathematics and Systems Science|Chinese Academy of Sciences
64738,Stephen H. L. Au,
64740,Wil M. P. van der Aalst,
64742,Stine Rybraten,
64745,Jf Farrar,
64768,M. B. Ignagni,
64780,K. Hasuike,"ATR Adaptive Communications Research Laboratories, 2-2-2 Hikaridai Seika Cho, Kyoto 619-0288, JAPAN"
64788,James R. H. Scurr,
64794,Maria Hybinette,
64797,Jacques Verdier,University of Lyon|Orange Labs
64799,J Schoenmakers,
64824,George C. Lin,
64830,TAREQ IBRAHIM,Nuklearmedizinische Klinik und Poliklinik der Technischen Universitat Munchen
64832,Adriaan J. van Wijngaarden,
64837,Kaner Kaner Com,
64862,C. Viallet,Universite Paris
64869,Sheldon Logan,
64871,Alberto Sanfeliu,Universitat Politècnica de Catalunya
64873,Hiroaki Tobita,"‡Institute of Industrial Engineering, University of Tokyo"
64881,Guoxiang Gu,Louisiana State University
64898,Ch. L. Bretschneider,
64915,J. Garcia-fernandez,"Department of Paediatric Anaesthesia and ,Department of Anaesthesia, University Hospital La Paz, Madrid"
64938,K. C. Toth,
64953,William A. Fannucchi,
64955,Wen-Fa Hsu,
64965,Wiesèawa Nowakowska,
64987,Joseph C. De Maio,
64996,P. Cahalan,
65000,U. Peter Svensson,
65002,A. Joux,
65005,Giordano Pola,
65018,I. Hirmanpour,
65022,Wolfgang Rodi,
65056,Elvira Haas,"Department of Medicine|Internal Medicine I , Medical Policlinic|University Hospital"
65061,Agustin Fern¨?ndez,
65064,Mikhail Makhaniok,Institute of Engineering Cybernetics | Academy of Sciences | Republic Belarus
65081,Diego G. Miralles,University of Bristol
65088,A ZSENEI,Lawrence Berkeley National Laboratory
65097,Christopher Jarrold,University of Bristol
65101,M.y. Chen,Department of Precision|Mechanical Engineering|Shanghai University
65107,Bozidar Stojadinovic,"University of California , Berkeley|Dept . of Civil & Env"
65113,Harald van Brummelen,
65123,M.j. Jurgens,
65126,Affecting Their Performance,"Oak,Ridge,National,Laboratory"
65129,Zhilong Shan,College of Electro & Inform Engineering
65141,Claudio Teitelboim,
65146,Ioannis Karafyllidis,""
65152,V. G. Gubankov,
65160,P. Brigginshaw,
65167,Christopher Wendt,Electrical and Computer Engineering Department|Drexel University
65176,Shalom Eliahou,
65193,Vojin Zivojnovi'c,
65209,K. S. Pradyot,
65218,Wang Hong-jian,
65240,Diego Cordoba,Department of Geophysics and Meteorology|Univ . Complutense
65245,K. YODA,
65257,Elizabeth P. Newberry,Washington University in St. Louis
65264,C. Schroeder,Environment Technology Institute|Clausthal - Zellerfeld
65270,R. F. Schiferl,
65293,Microelectronic Engineering,
65294,Sheng-Hsiung Chen,
65331,Dp Dixon,
65363,Yiya Chen,Center of Lingusitics|Leiden University
65370,Walter Weigel,
65377,Chun-hung Li,Hong Kong Baptist University
65383,Jinyung Namkoong,
65413,K. Fiegle,I. Physikalisches Institut|Universitat zu Koln
65442,Caroline Ravise,
65449,R. Danchick,
65450,Mansour A. Al-dajani,
65454,Steven F Glander,
65470,P. Branquart,
65485,Robert F. Berry,
65508,M. Jackson,
65527,ROLF RUTISHAUSER,
65533,H. Obermaier,University of Kaiserslautern
65535,Ellen Van Camp,
65571,G. Sigillo,
65578,A.m. Youssef,Department Of Electrical and Computer Engineering; Queen's University
65586,George H. Freeman,
65589,Tino Pyssysalo,
65592,E.f. Good,
65593,M. Fujiwara,Faculty of Science and Technology|Ryokoku University
65594,Rafael B. Fierro,
65599,Marc L. Janssens,
65623,Concepcion Perpina,Universitat Jaume I
65627,Hajime Ishihara,Osaka Prefecture University
65628,Patrick Billingsley,
65643,Joe Martinka,Hewlett-Packard Laboratories
65645,Roger Lueder,
65647,R. E. Branson,
65652,David Audretsch,Max Planck Gesellschaft
65655,Erik Boch,
65665,Ali Abakar,
65677,Paulemir G. Campos,
65681,Xavier Ricco,Faculté Polytechnique de Mons|MULTITEL-TCTS Lab|Parc Initialis
65682,Renata Smolkov,University of Ostrava
65694,Timo Männikkö,
65699,Kira Mourao,
65702,K. Pick,
65711,how to get there.,"By car: From the center of Prague, go across"
65731,Roger J. Chaffin,
65754,Exponents Saussol Troubetzkoy,
65805,Hybrid Bist Cost,
65809,Art F C A V S On,
65822,C. Toader,
65838,R. L. Wang,Medical Department|Brookhaven National Laboratory
65840,R. W. Cole,
65850,Jyh-Ming Jong,
65871,Hr Parri,School of Molecular and Medical Biosciences|University of Wales Cardiff
65881,H. Schweizer,"Physikalisches Institut|Universit ¨ , at Stuttgart"
65882,H. J. Eickerling,
65897,T. J. Hijazi,
65899,Jose M. Martins Ferreira,
65902,Jonathan S. Davies,De Montfort University
65916,Norio Fujimaki,Brain Information Group|National Institute of Information and Communications Technology ( NICT )
65938,Jose Palazzo Moreira De Oliveira,Universidade Federal do Rio Grande do Sul
65945,Ji-Hun Bae,Korean Institute of Industrial Technology
65947,X. Duo,
65955,Maximilian Viermetz,
65962,Toshio Okamoto,University of Electro-Communications
65963,A. V. Doroshin,""
65964,L. P. Kamburov,Department of Radio Engineering|Technical University of Varna
65967,John O. Sobanjo,
65991,G. Grie?bach,
65995,Laura M. McClanahan,University of Nebraska at Omaha
65996,Rod T Jackson,School of Population Health|University of Auckland
65999,Ian A. Henderson,
66003,Mark F. Komarinski,VA Linux Systems
66004,John Murray,
66017,William J. Orvis,
66019,L. Lagae,
66021,Yuriy S. Shmaliy,Universidad de Guanajuato
66025,Martine Collard,
66027,David R. Beier,Harvard University
66033,Summary Catch Has Gul,
66037,Iliano Cervesato,
66038,Neil Byron,
66065,Dean A. Samara-Rubio,
66081,David F. Lohman,
66086,G. Chockalingam,"University of California, San Diego 2,"
66107,Vijayan K. Asari,
66111,A. W. Ehler,
66126,Pablo A. Parrilo,
66134,Journal Of Physics,
66141,Great Lakes Environmental,
66152,Eiichi Tsunashima,
66154,A. L. Vereshagin,
66161,David C. Carver,Research Program on Communications Policy
66164,Ralf Geerdsen,
66168,Robert L. Grossman,
66174,Tushar Katarki,
66183,Richard W. Steketee,
66185,P.j. Van Der Zaag,Center for the Study of Excited States of Molecules|Huygens Laboratories|University of Leiden
66193,Rohit Pandey,
66209,Iain Scott,School of Biology|Sir Harold
66226,Norbert Geng,
66246,Patricio D. Simari,Department of Computer Science|Johns Hopkins University
66250,Colin Blackett,Department of Computer Science|University of Waikato
66256,C. B. Darrow A. E. Dangor,
66259,MICHAEL J. CULLIP,
66268,Christian Haack,
66272,S. D. Thompson,"Childhood,autoimmune,arthropathies,are a group,of diseasesThe aetiology of JIA is unknown, but previous research"
66273,David N. Collins,
66277,Sean Hardman,
66304,Jerzy Wooch,Department of Chemistry|Synthesis and Modification of Carbon Materials Research Group
66307,Tommaso Gritti,
66310,Dong-Won Kim,
66315,G. Vierte,
66330,J. Edlund,
66340,Michael Knorrenschild,
66341,C.h. J. Chen,
66345,J. Lewin,"Particle Physics Department, Rutherford Appleton Laboratory, Chilton, Oxon OX11 0QX, UK."
66354,Th In July,
66367,Bai-Ling Zhang,
66382,Steven P. Joy,
66390,Ritu Chadha,
66397,James S. Fitzsimmons,Mayo Clinic
66398,Honeywell Information Systems,
66400,J. T. Gosling,
66421,Ruth C. King,
66458,Uwe Meier,Interactive Systems Laboratories|Carnegie Mellon University
66461,JAYANT R. KALE,
66465,Sven Hansson. Semi-revision,
66485,P. Flajolet,"Algorithms Project, INRIA Rocquencourt, France"
66501,K.r. Visser,
66505,Daiki Kishimoto,"School of Information , Shizuoka University , 3-5-1 Johoku Hamamatsu , 432 JAPAN,"
66511,A. Wees,
66519,Jorge E Rabinovich,"The IUCN SSC Sustainable Use Specialist Group (SUSG) has made,an effort to identify the factors that"
66522,P. Cummiskey,
66526,Dominic Upton,
66536,Liliana Florea,
66540,Vincent Aleven,
66555,Ingolf Mesecke-von Rheinbaben,
66563,Building Trees,
66565,Ken Wing Kuen Lee,City University of Hong Kong
66570,Process Definitions,
66573,S. Emami,"Photonics Research Center, University of Malaya"
66580,Harriett Philipsen,
66587,Chung-Yang Liu,
66606,Buntha Ea-Kim,
66608,Elizabeth T. Whitaker,"Georgia Tech Research|Institute and Applied Systems Intelligence , Inc"
66609,F. Sirou,Ecole Polytechnique
66610,Alexei Y. Gorokhov,
66611,H. Miyao,Department of Anesthesiology|Saitama Medical Center|Saitama Medical School
66629,Joseph W. Smith,Division of Medical Oncology|Department of Medicine|University of Washington
66631,W. Spataro,"*Dept. of Mathematics, Univ. of Calabria, 87036 Arcavacata (CS), Italy"
66640,E. Erdogan,Duke University|Department of Electrical & Computer Engineering Durham
66673,Davide Massimiliano Forin,
66679,Francis Brixhe,
66697,Jaegwon Kim,""
66712,James R. Pomerantz,
66730,Erix P Schokker,
66731,R. Mann,Gesellschaft fur Schwerionenforschung
66734,Tim Hawkins,University of Southern California
66735,C. Turon,"GEPI, Observatoire de Paris, CNRS, Univ. Paris Diderot"
66741,Sibrand J. Drijver,
66755,Urbana Timo Weidl,Facultad de Fisica School of Mathematics; P.U.Catolica de Chile Georgia Institute of Technology
66762,E. N. El-sayed,Dept . of Genetics|Assiut University
66775,Joseph Olive,Bell Laboratories
66797,S. Vagner,
66801,Paul Marshall,University of Warwick
66821,W. B. Langdon,"Essex Institute of Technology, Computer Science, University of Essex, UK"
66822,N. N. Vorozov,
66852,Peter Nijkamp,""
66857,Lak Hyun Jang,
66922,Robert Suen,Department of Mathematics and Computer Science; University of Prince Edward Island
66932,Junqiang Sun,
66933,B. You,Hôpital Central
66939,Yasusi Kanada,Hitachi Chemical Research Center
66940,Wotao Yin,
66944,Beth Levin,Stanford University|University of Texas at Austin|Wellesley College
66952,Pia M. Orrenius,Federal Reserve Bank of Dallas
66953,H. Tagami,"Graduate School of Natural Sciences, Nagoya City University, Mizuho, Nagoya, Aichi 467-8501, Japan"
66960,Ariella Richardson,"Faculty of Applied Sciences, Lancaster University, Lancaster, UK"
66963,H. B. Crawley,University of Kingston
67005,V. K. Pecharsky,
67016,Lih-hsing Hsu,
67032,Tom Veldkamp,
67034,Beverly K. Kahn,
67051,P.w. Ma,
67076,Panayiotis Zaphiris,""
67088,D. Sims,"* Desert Research Institute, Reno, NV, and t Department of Biochemistry, University of Nevada, Reno, NV 89506"
67096,Manolis Pasparakis,
67100,Ansgar Bernardi,
67104,M. Broida,Lystad Ltd
67115,Clifford Lynch,
67120,C. Da Cunha Duarte,
67127,W. Jay Dowling. Scale,
67143,R. J. Buschart,
67158,S. L. Mehndiratta,
67164,Pier Luca Lanzi,
67172,Valerie Mizrahi,
67176,MARTA G. CABRERA,Departamento de Parasitologia Sanitaria|Instituto Nacional de Parasitologia
67182,Zivan Zabar,
67183,Mohammad Ahmed-Fouad Basha,Cairo University
67185,Metin Aydemir,"Networking Division|Research Triangle Park ,"
67199,Timothy P. L. Smith,"The MITRE Corporation, McLean, Virginia"
67224,B. Sammak,
67226,J. Bolljahn,
67237,A. Tsuneda,Department of Biological Sciences|University of Alberta
67257,C. D. Feustel,
67260,C. Oleszkiewicz,
67263,Kawakami Tomoteru,
67286,Tom Swissler,
67294,Stphane Zrehen Ensea Etis,
67295,LORENZO M. POLVANI,
67316,J. E. Gormley,Department of Physiotherapy|Trinity Centre for Health Sciences|St James ' s Hospital
67328,Paulo F. U. Gotardo,
67338,A. Herden,
67341,C. Watson,"Thomas Jefferson National Accelerator Laboratory , Newport News , USA"
67353,Chunxiang Zhu,
67360,D. Uhrlandt,INP Greifswald
67367,Bernhard Scholkopf,Max Planck Gesellschaft
67403,Dmitry Myakishev,"Budker Institute of Nuclear Physics , Novosibirsk"
67416,Osaka Shin-Ai College,Dissertation submitted to the Faculty of Virginia Polytechnic Institute and State University in
67434,Ute Essen,
67439,Gunnar Sjodin,
67457,P.s.j. Russel,
67463,Particle Size Distribution,"yTheoretical Division, Los Alamos National Laboratory, Los Alamos, NM 87545"
67484,Heiko Falk,
67509,Ken-Ichi Harada,
67516,Russell C. Kick,
67519,Michael L. Turner,Department of Applied Mathematics|Research School of Physical Sciences and Engineering|Australian National University
67520,Derrick E. Stollery,
67521,A. P. Ajay Mahajan,
67523,Jeff T. Larsen,
67526,Josef Pochodzalla Max-planck,"Max-Planck Institut fur Kernphysik,Saupfercheckweg 1,"
67528,Janja Jerebic,
67558,Jeffry Jones,Computer Science Division; University of California
67576,Klaus Bramstedt,Institute of Environmental|University of Bremen
67585,Atilim Gunes Baydin,Consejo Superior de Investigaciones Científicas
67613,Dong-Il Yeom,
67615,Colin M. Angle,
67640,Sheila R. Barnett,
67641,Ronnie B. Harmon,
67651,Da-Wei Wang,""
67653,Ruth Zimmermann,"University of Southern California, Los Angeles, CA"
67660,Anna Gambin,Warsaw University
67724,Lionel Gaucher,
67743,Mirko Navara,
67745,Theodore D. Fraker Jr.,Ohio State University
67751,Von Max Weber,
67756,Eric Remy,LSIS Laboratory|University of Provence
67772,Herve Foehrenbach,
67788,B. Dasarathy,J.S.Sa nchez
67809,R. Rajagopalan,"Research Institute of Tuberculosis, Japan Anti-Tuberculosis Association"
67832,Joel Bernstein,ABCDE; FGHIJ; KLMNO; TUM-M9910
67835,P. Rousseuw,
67870,Michael P. Dooley,
67874,Ravikanth Nasik,Tandem Corporation Arizona State University
67892,Adenauer Correa Yamin,Universidade Católica de Pelotas
67897,Francis Longstaff,
67911,N. Molokanova,"Joint Institute for Nuclear Research , Dubna , Russian Federation."
67912,Graham Priest,
67932,Tatiana Ermolieva,
67953,Occluding Spheres Lszl,Budapest University of Technology and Economics
67960,Char Hazzard,
67965,John Renner Hansen,
67972,Dongkyun Kimt,"School of Computer Science and Engineering,; Seoul National University , San 56-1 , Shillim-dong , Kwanak-ku , Seoul , Korea"
67989,Olivier Hudry,
67992,M. Macanairchinnigh,
67994,Daniel N. Rockmore,
67998,Cecile Peraire,
68000,Nick R. Jennings,Department of Electronic Engineering | Queen Mary and Westfield College | University of London
68007,Paul Roy,"Computer Science Department, Stanford University"
68015,Olaf Ostwald,
68019,Paolo Minero,
68023,A. K¨uchler,
68024,Akiko Nakashima,
68025,Filippo Giorgi,International Centre for Theoretical Physics ( ICTP )
68031,Meilin Liu,
68032,M. Ley,
68034,Pierre-Olivier Gourinchas,
68036,Malcolm Yoke Hean Low,SIMLAB Technologies
68040,Type Checking Semantic,
68051,C. Vogt,
68057,Sean Monaghan,
68063,Mario Garcia Valderas,Universidad Carlos III de Madrid
68065,N. Drach,
68105,Systems Lavindra Priyalal,
68132,G. Orlandi,
68160,J. h. Brannon,
68167,Xavier Lopez,Location and Network Technologies Oracle Corporation
68169,Carlos E. Saavedra,
68175,Chris Legg,
68183,C. Holmes,Lawrence Livermore National Laboratory|Tetra Corporation|Allied Signal Aerospace KCP
68197,Kazunori SUNAKO,
68205,Yong-ho Choi,
68206,Thomas Faber,Energy Economics Group|Vienna University of Technology|Fraunhofer Institute Systems and Innovation Research
68212,B. Ducros,
68215,Salim S. Abi-ezzi,
68240,Arthur A. Drisko,National Security Agency
68255,Jt Erichsen,
68261,Ursula Bellugi,Salk Institute for Biological Studies
68269,J. Maluszynski,
68270,Simon P. Liversedge,University of Southampton
68281,JR Windle,University of Nebraska Medical Center
68286,K. Yam,
68299,Michael H. Macdougal,Aerius Photonics
68317,C. Richard Attanasio,
68321,E.h. Sujiono,
68324,Lazaros Papadopoulos,
68325,Pertti A. Aarnio,Helsinki University of Technology
68345,Man-chi Pong,
68393,In-Kyu Lee,
68399,M. Belohradsky,
68401,Francois Dion,Michigan State University
68403,A. Yagi,Graduate school of Information Science and Technology|University of Tokyo
68413,S. Henrik Andersson,"Mathematical Statistics, Centre for Mathematical Sciences, Lund University, Box 118, SE-221 00 Lund, Sweden"
68421,Josef Schiefer,
